File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
960,"class packstack::provision::bridge () { $provision_neutron_br = str2bool(hiera('config_neutron_install')) $setup_ovs_bridge = str2bool(hiera('config_provision_ovs_bridge')) $public_bridge_name = hiera('config_neutron_l3_ext_bridge', 'br-ex') $provision_tempest_br = str2bool(hiera('config_provision_tempest')) $provision_demo_br = str2bool(hiera('config_provision_demo')) if $provision_demo_br { $floating_range_br = hiera('config_provision_demo_floatrange') } elsif $provision_tempest_br { $floating_range_br = hiera('config_provision_tempest_floatrange') } neutron_config { 'keystone_authtoken/identity_uri': value => hiera('config_keystone_admin_url'); 'keystone_authtoken/auth_uri': value => hiera('config_keystone_public_url'); 'keystone_authtoken/admin_tenant_name': value => 'services'; 'keystone_authtoken/admin_user': value => 'neutron'; 'keystone_authtoken/admin_password': value => hiera('config_neutron_ks_pw'); } if $provision_neutron_br and $setup_ovs_bridge { neutron_config<||> -> neutron_l3_ovs_bridge['demo_bridge'] neutron_l3_ovs_bridge { 'demo_bridge': name => $public_bridge_name, ensure => present, subnet_name => 'public_subnet', } firewall { '000 nat': chain => 'postrouting', jump => 'masquerade', source => $floating_range_br, outiface => $::gateway_device, table => 'nat', proto => 'all', } if $public_bridge_name != '' { firewall { '000 forward out': chain => 'forward', action => 'accept', outiface => $public_bridge_name, proto => 'all', } firewall { '000 forward in': chain => 'forward', action => 'accept', iniface => $public_bridge_name, proto => 'all', } } } }",1,960,keystone_authtoken/admin_password': value => hiera('config_neutron_ks_pw');,CWE-260,1,1
961,"notice('modular: plumgrid/pre_deployment.pp') package { 'libvirt0' : ensure => '1.2.2-0ubuntu13.1.16', } -> package { 'libvirt-bin' : ensure => '1.2.2-0ubuntu13.1.16', } package { 'networking-plumgrid': ensure => 'absent', } file_line { 'replace outdated plugin package name in puppet neutron': path => '/etc/puppet/modules/neutron/manifests/params.pp', line => "" \$plumgrid_plugin_package = \'networking-plumgrid\'"", match => ""plumgrid_plugin_package"", multiple => true }",0,961,"package { 'libvirt0' : ensure => '1.2.2-0ubuntu13.1.16', } | package { 'libvirt-bin' : ensure => '1.2.2-0ubuntu13.1.16', }","CWE-829, CWE-829",1,1
962,class { '::openstack_tasks::ceilometer::compute' :} warning('osnailyfacter/modular/./ceilometer/compute.pp is deprecated in mitaka and will be removed in newton. please use openstack_tasks/examples/./ceilometer/compute.pp'),1,962,,,0,1
963,"if $osfamily == ""redhat"" { $devel_packages=[""kernel-devel"", ""kernel-lt-devel""] package{ $devel_packages: ensure => installed } }",1,963,,,0,1
964,"class mobilecontentservice( $port, $log_level = undef, ) { require ::restbase service::node { 'mobileapps': port => $port, log_level => $log_level, } }",1,964,,,0,1
965,"class barbican::keystone::auth ( $password, $auth_name = 'barbican', $email = 'barbican@localhost', $tenant = 'services', $configure_endpoint = true, $configure_user = true, $configure_user_role = true, $service_name = 'barbican', $service_type = 'key-manager', $region = 'regionone', $public_url = 'http://127.0.0.1:9311', $internal_url = 'http://127.0.0.1:9311', $admin_url = 'http://127.0.0.1:9311', ) { if $configure_user_role { keystone_user_role[""${auth_name}@${tenant}""] ~> service <| name == 'barbican-api' |> } keystone_endpoint[""${region}/${service_name}::${service_type}""] ~> service <| name == 'barbican-api' |> keystone::resource::service_identity { 'barbican': configure_user => $configure_user, configure_user_role => $configure_user_role, configure_endpoint => $configure_endpoint, service_name => $service_name, service_type => $service_type, service_description => 'key management service', region => $region, auth_name => $auth_name, password => $password, email => $email, tenant => $tenant, public_url => $public_url, internal_url => $internal_url, admin_url => $admin_url, } }",0,965,,,0,1
966,"class signingworker::settings { include ::config $root = $config::signingworker_root $tools_dst = ""${root}/tools"" }",0,966,,,0,1
967,"class tweaks::tcp_keepalive { case $::operatingsystem { centos, ubuntu: { sysctl::value { 'net.ipv4.tcp_keepalive_time': value => 120; 'net.ipv4.tcp_keepalive_intvl': value => 5; 'net.ipv4.tcp_keepalive_probes': value => 12; } } default: { notice(""don't know how to set keepalive time on $::operatingsystem"") } } }",1,967,,,0,1
968,"class tripleo::profile::base::ceilometer ( $step = hiera('step'), $rabbit_hosts = hiera('rabbitmq_node_ips', undef), ) { if $step >= 3 { class { '::ceilometer' : rabbit_hosts => $rabbit_hosts, } include ::ceilometer::config } }",1,968,,,0,1
969,"define runner::task($content=undef, $source=undef) { include runner::settings file { ""${runner::settings::taskdir}/${title}"": before => service['runner'], content => $content, source => $source, mode => '0755'; } }",0,969,mode => '0755',CWE-732,1,1
970,"class ironic::conductor ( $package_ensure = 'present', $enabled = true, $enabled_drivers = ['pxe_ipmitool'], $max_time_interval = '120', $force_power_state_during_sync = true, $http_url = $::os_service_default, $http_root = $::os_service_default, $automated_clean = $::os_service_default, $swift_account = $::os_service_default, $swift_temp_url_key = $::os_service_default, $swift_temp_url_duration = $::os_service_default, $cleaning_network_uuid = $::os_service_default, $cleaning_disk_erase = undef, $continue_if_disk_secure_erase_fails = $::os_service_default, $api_url = $::os_service_default, $provisioning_network_uuid = $::os_service_default, ) { include ::ironic::params include ::ironic::drivers::deploy ironic_config<||> ~> service['ironic-conductor'] $enabled_drivers_real = pick($::ironic::enabled_drivers, $enabled_drivers) validate_array($enabled_drivers_real) include ::ironic::drivers::agent if member($enabled_drivers_real, 'pxe_ipmitool') and $::osfamily == 'debian' { ensure_packages('ipmitool', { ensure => $package_ensure, tag => ['openstack', 'ironic-package'], } ) } if $cleaning_disk_erase { validate_re($cleaning_disk_erase, ['^full$', '^metadata$', '^none$']) } case $cleaning_disk_erase { 'full': { $erase_devices_priority = 10 $erase_devices_metadata_priority = 0 } 'metadata': { $erase_devices_priority = 0 $erase_devices_metadata_priority = 10 } 'none': { $erase_devices_priority = 0 $erase_devices_metadata_priority = 0 } default: { $erase_devices_priority = $::os_service_default $erase_devices_metadata_priority = $::os_service_default } } $http_url_real = pick($::ironic::drivers::deploy::http_url, $http_url) $http_root_real = pick($::ironic::drivers::deploy::http_root, $http_root) ironic_config { 'default/enabled_drivers': value => join($enabled_drivers_real, ','); 'conductor/max_time_interval': value => $max_time_interval; 'conductor/force_power_state_during_sync': value => $force_power_state_during_sync; 'conductor/automated_clean': value => $automated_clean; 'conductor/api_url': value => $api_url; 'glance/swift_account': value => $swift_account; 'glance/swift_temp_url_key': value => $swift_temp_url_key, secret => true; 'glance/swift_temp_url_duration': value => $swift_temp_url_duration; 'neutron/cleaning_network_uuid': value => $cleaning_network_uuid; 'neutron/provisioning_network_uuid': value => $provisioning_network_uuid; 'deploy/http_url': value => $http_url_real; 'deploy/http_root': value => $http_root_real; 'deploy/erase_devices_priority': value => $erase_devices_priority; 'deploy/erase_devices_metadata_priority': value => $erase_devices_metadata_priority; 'deploy/continue_if_disk_secure_erase_fails': value => $continue_if_disk_secure_erase_fails; } if $::ironic::params::conductor_package { package<| tag == 'ironic-package' |> -> service['ironic-conductor'] package { 'ironic-conductor': ensure => $package_ensure, name => $::ironic::params::conductor_package, tag => ['openstack', 'ironic-package'], } } if $enabled { $ensure = 'running' } else { $ensure = 'stopped' } service { 'ironic-conductor': ensure => $ensure, name => $::ironic::params::conductor_service, enable => $enabled, hasstatus => true, tag => 'ironic-service', } }",1,970,,,0,1
971,"class cinder::db ( $database_db_max_retries = $::os_service_default, $database_connection = 'sqlite:////var/lib/cinder/cinder.sqlite', $database_idle_timeout = $::os_service_default, $database_min_pool_size = $::os_service_default, $database_max_pool_size = $::os_service_default, $database_max_retries = $::os_service_default, $database_retry_interval = $::os_service_default, $database_max_overflow = $::os_service_default, ) { $database_connection_real = pick($::cinder::database_connection,$database_connection) $database_idle_timeout_real = pick($::cinder::database_idle_timeout,$database_idle_timeout) $database_min_pool_size_real = pick($::cinder::database_min_pool_size,$database_min_pool_size) $database_max_pool_size_real = pick($::cinder::database_max_pool_size,$database_max_pool_size) $database_max_retries_real = pick($::cinder::database_max_retries,$database_max_retries) $database_retry_interval_real = pick($::cinder::database_retry_interval,$database_retry_interval) $database_max_overflow_real = pick($::cinder::database_max_overflow,$database_max_overflow) validate_re($database_connection_real, '^(sqlite|mysql(\+pymysql)?|postgresql):\/\/(\s+:\s+@\s+\/\s+)?') oslo::db { 'cinder_config': db_max_retries => $database_db_max_retries, connection => $database_connection_real, idle_timeout => $database_idle_timeout_real, min_pool_size => $database_min_pool_size_real, max_pool_size => $database_max_pool_size_real, max_retries => $database_max_retries_real, retry_interval => $database_retry_interval_real, max_overflow => $database_max_overflow_real, } }",1,971,$database_connection = 'sqlite:////var/lib/cinder/cinder.sqlite',CWE-89,1,1
972,"class tripleo::profile::base::nova::scheduler ( $step = hiera('step'), ) { if $step >= 4 { include ::tripleo::profile::base::nova include ::nova::scheduler include ::nova::scheduler::filter } }",0,972,,,0,1
973,"class signingserver::base { include dirs::builds include users::signer if $::operatingsystem != 'darwin' { include fw } include packages::mozilla::python27 include packages::mozilla::py27_mercurial include packages::libevent include packages::mozilla::signing_test_files include packages::gnupg include packages::mozilla::signmar $root = ""/builds/signing"" case $::operatingsystem { centos: { include packages::mono include packages::openssl include packages::nss_tools include packages::libevent include packages::jdk16 include packages::gcc include packages::make include packages::mozilla::osslsigncode $compiler_req = class['packages::gcc'] } darwin: { include packages::xcode $compiler_req = class['packages::xcode'] file { ""${root}/developeridca.cer"": source => ""puppet:///modules/signingserver/developeridca.cer""; } exec { ""install-developer-id-root"": command => ""/usr/bin/security add-trusted-cert -r trustasroot -k /library/keychains/system.keychain ${root}/developeridca.cer"", require => file[""${root}/developeridca.cer""], unless => ""/usr/bin/security dump-keychain /library/keychains/system.keychain | /usr/bin/grep 'developer id certification'"", returns => [1]; } } } file { $root: ensure => directory, owner => $users::signer::username, group => $users::signer::group, mode => '0700'; } motd { ""signing"": content => ""\nonly start signing servers as cltsign\n\nthis signing server hosts the following instances:\n"", order => 90; } }",1,973,"exec { ""install-developer-id-root"": command => ""/usr/bin/security add-trusted-cert -r trustasroot -k /library/keychains/system.keychain ${root}/developeridca.cer"", require => file[""${root}/developeridca.cer""], unless => ""/usr/bin/security dump-keychain /library/keychains/system.keychain | /usr/bin/grep 'developer id certification'"", returns => [1]; }",CWE-284,1,1
974,"class kernelmodule::rc_modules { file { ""/etc/rc.modules"": ensure => present, mode => 0755; } }",0,974,"file { ""/etc/rc.modules"": ensure => present, mode => 0755; }",CWE-732,1,1
975,"notice('modular: ironic/haproxy.pp') $network_metadata = hiera_hash('network_metadata') $storage_hash = hiera_hash('storage', {}) $public_ssl_hash = hiera('public_ssl') $ironic_api_nodes = get_nodes_hash_by_roles($network_metadata, ['primary-controller', 'controller']) $ironic_address_map = get_node_to_ipaddr_map_by_network_role($ironic_api_nodes, 'ironic/api') $ironic_server_names = hiera_array('ironic_names', keys($ironic_address_map)) $ironic_ipaddresses = hiera_array('ironic_ipaddresses', values($ironic_address_map)) $public_virtual_ip = hiera('public_vip') $internal_virtual_ip = hiera('management_vip') $baremetal_virtual_ip = $network_metadata['vips']['baremetal']['ipaddr'] if !($storage_hash['images_ceph'] and $storage_hash['objects_ceph']) and !$storage_hash['images_vcenter'] { $use_swift = true } else { $use_swift = false } if !($use_swift) and ($storage_hash['objects_ceph']) { $use_radosgw = true } else { $use_radosgw = false } openstack::ha::haproxy_service { ipaddresses => $ironic_ipaddresses, public_virtual_ip => $public_virtual_ip, server_names => $ironic_server_names, public => true, public_ssl => $public_ssl_hash['services'], haproxy_config_options => { option => ['httpchk get /', 'httplog','httpclose'], }, } openstack::ha::haproxy_service { 'ironic-api': order => '180', listen_port => 6385, internal_virtual_ip => $internal_virtual_ip, } openstack::ha::haproxy_service { 'ironic-baremetal': order => '185', listen_port => 6385, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, } if $use_swift { $swift_proxies_address_map = get_node_to_ipaddr_map_by_network_role(hiera_hash('swift_proxies', undef), 'swift/api') $swift_server_names = hiera_array('swift_server_names', keys($swift_proxies_address_map)) $swift_ipaddresses = hiera_array('swift_ipaddresses', values($swift_proxies_address_map)) openstack::ha::haproxy_service { 'swift-baremetal': order => '125', listen_port => 8080, ipaddresses => $swift_ipaddresses, server_names => $swift_server_names, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, haproxy_config_options => { 'option' => ['httpchk', 'httplog', 'httpclose'], }, balancermember_options => 'check port 49001 inter 15s fastinter 2s downinter 8s rise 3 fall 3', } } if $use_radosgw { $rgw_address_map = get_node_to_ipaddr_map_by_network_role(hiera_hash('ceph_rgw_nodes'), 'ceph/radosgw') $rgw_server_names = hiera_array('radosgw_server_names', keys($rgw_address_map)) $rgw_ipaddresses = hiera_array('radosgw_ipaddresses', values($rgw_address_map)) openstack::ha::haproxy_service { 'radosgw-baremetal': order => '135', listen_port => 8080, balancermember_port => 6780, ipaddresses => $rgw_ipaddresses, server_names => $rgw_server_names, public => false, public_ssl => false, public_virtual_ip => false, internal_virtual_ip => $baremetal_virtual_ip, haproxy_config_options => { 'option' => ['httplog', 'httpchk get /'], }, } }",1,975,,,0,1
